Handle,Title,Product Description,SKU,Collection,Shipping Measurements,Specifications,Information,Recommendation,Care,Technical information,Measures,Form,Unit per box,Color,Material,Business type,Country of origin,Chipping resistance,Shock resistance,Porosity,Reinforced edges,Dishwasher,Microwave,Conventional oven
pe-ccs2012-cacerola-c/tapa-20-cm-3.8-lt-acero-inoxidable,CACEROLA C/TAPA 20 CM 3.8 LT ACERO INOXIDABLE,"Perpetual. Cacerola con Tapa, ambos de Acero Inoxidable 3.8 lt 20 cm",PE-CCS2012,EQUIPO DE COCINA,27x27x30,,"La forma alta y estrecha de las ollas, cacerolas y budineras, permiten que los líquidos burbujeen a través de los alimentos, extrayendo el sabor máximo. Las ollas, cacerolas y budineras Perpetual cuentan con un disco difusor en el fondo que permite el calentamiento más rápido, siendo un transmisor de temperatura más homogéneo, también permiten el ahorro de energía, ofreciendo una cocción más uniforme. El acero inoxidable es extremadamente duradero y resistente con una apariencia atractiva.","Labio de las ollas, cacerolas y budineras, resistente.
Disco difusor en el fondo, ideal para inducción.
Calibre de 8 mm en el cuerpo del producto.
Calibre de 4 mm de base gruesa de aluminio.
Apto para todo tipo de fuego (eléctrica, gas, inducción)
Resiste choques térmicos.
Uso profesional.",Apto para lavavajillas o lavado a mano con jabón líquido.,TRUE,3.8 lt 20 cm,Redonda,2,Acero,Acero Inoxidable,"Restaurante, Hotel",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-csa1408-cazo-recto-c/tapa-14-cm-1.3-lt-acero-inoxidable,CAZO RECTO C/TAPA 14 CM 1.3 LT ACERO INOXIDABLE,Perpetual. Cazo Recto con Tapa ambos de Acero Inoxidable 1.3 lt 14 cm,PE-CSA1408,EQUIPO DE COCINA,34x23x34,,"Los cazos de Perpetual proporcionan una distribución rápida y uniforme del calor para cocinar los alimentos con una mínima cantidad de grasa. Los mangos son soldados en una sola pieza de acero inoxidable hueco, hermético, impermeable y permanecen más frescos al tacto. El acero inoxidable es extremadamente duradero y resistente con una apariencia atractiva.","Labio de las ollas, cacerolas, cazos y budineras, resistente.
Disco difusor en el fondo, ideal para inducción.
Calibre de 8 mm en el cuerpo del producto.
Calibre de 4 mm de base gruesa de aluminio.
Apto para todo tipo de fuego (eléctrica, gas, inducción)
Resiste choques térmicos.
Uso profesional.",Apto para lavavajillas o lavado a mano con jabón líquido.,TRUE,1.3 lt 14 cm,Redondo,6,Acero,Acero Inoxidable,"Restaurante, Hotel",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-csa1811-cazo-recto-c/tapa-18-cm-2.8-lt-acero-inoxidable,CAZO RECTO C/TAPA 18 CM 2.8 LT ACERO INOXIDABLE,Perpetual. Cazo Recto con Tapa ambos de Acero Inoxidable 2.8 lt 18 cm,PE-CSA1811,EQUIPO DE COCINA,58x43x20,,"Los cazos de Perpetual proporcionan una distribución rápida y uniforme del calor para cocinar los alimentos con una mínima cantidad de grasa. Los mangos son soldados en una sola pieza de acero inoxidable hueco, hermético, impermeable y permanecen más frescos al tacto. El acero inoxidable es extremadamente duradero y resistente con una apariencia atractiva.","Labio de las ollas, cacerolas, cazos y budineras, resistente.
Disco difusor en el fondo, ideal para inducción.
Calibre de 8 mm en el cuerpo del producto.
Calibre de 4 mm de base gruesa de aluminio.
Apto para todo tipo de fuego (eléctrica, gas, inducción)
Resiste choques térmicos.
Uso profesional.",Apto para lavavajillas o lavado a mano con jabón líquido.,TRUE,2.8 lt 18 cm,Redondo,6,Acero,Acero Inoxidable,"Restaurante, Hotel",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-csa2012-cazo-recto-c/tapa-20-cm-3.8-lt-acero-inoxidable,CAZO RECTO C/TAPA 20 CM 3.8 LT ACERO INOXIDABLE,Perpetual. Cazo Recto con Tapa ambos de Acero Inoxidable 3.8 lt 20 cm,PE-CSA2012,EQUIPO DE COCINA,60x44x25,,"Los cazos de Perpetual proporcionan una distribución rápida y uniforme del calor para cocinar los alimentos con una mínima cantidad de grasa. Los mangos son soldados en una sola pieza de acero inoxidable hueco, hermético, impermeable y permanecen más frescos al tacto. El acero inoxidable es extremadamente duradero y resistente con una apariencia atractiva.","Labio de las ollas, cacerolas, cazos y budineras, resistente.
Disco difusor en el fondo, ideal para inducción.
Calibre de 8 mm en el cuerpo del producto.
Calibre de 4 mm de base gruesa de aluminio.
Apto para todo tipo de fuego (eléctrica, gas, inducción)
Resiste choques térmicos.
Uso profesional.",Apto para lavavajillas o lavado a mano con jabón líquido.,TRUE,3.8 lt 20 cm,Redondo,6,Acero,Acero Inoxidable,"Restaurante, Hotel",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-csa2213-cazo-recto-c/tapa-22-cm-4.9-lt-acero-inoxidable,CAZO RECTO C/TAPA 22 CM 4.9 LT ACERO INOXIDABLE,Perpetual. Cazo Recto con Tapa ambos de Acero Inoxidable 4.9 lt 22 cm,PE-CSA2213,EQUIPO DE COCINA,62x51x22,,"Los cazos de Perpetual proporcionan una distribución rápida y uniforme del calor para cocinar los alimentos con una mínima cantidad de grasa. Los mangos son soldados en una sola pieza de acero inoxidable hueco, hermético, impermeable y permanecen más frescos al tacto. El acero inoxidable es extremadamente duradero y resistente con una apariencia atractiva.","Labio de las ollas, cacerolas, cazos y budineras, resistente.
Disco difusor en el fondo, ideal para inducción.
Calibre de 8 mm en el cuerpo del producto.
Calibre de 4 mm de base gruesa de aluminio.
Apto para todo tipo de fuego (eléctrica, gas, inducción)
Resiste choques térmicos.
Uso profesional.",Apto para lavavajillas o lavado a mano con jabón líquido.,TRUE,4.9 lt 22 cm,Redondo,6,Acero,Acero Inoxidable,"Restaurante, Hotel",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-csa2414-cazo-recto-c/tapa-24-cm-6.3-lt-acero-inoxidable,CAZO RECTO C/TAPA 24 CM 6.3 LT ACERO INOXIDABLE,Perpetual. Cazo Recto con Tapa ambos de Acero Inoxidable 6.3 lt 24 cm,PE-CSA2414,EQUIPO DE COCINA,64x52x23,,"Los cazos de Perpetual proporcionan una distribución rápida y uniforme del calor para cocinar los alimentos con una mínima cantidad de grasa. Los mangos son soldados en una sola pieza de acero inoxidable hueco, hermético, impermeable y permanecen más frescos al tacto. El acero inoxidable es extremadamente duradero y resistente con una apariencia atractiva.","Labio de las ollas, cacerolas, cazos y budineras, resistente.
Disco difusor en el fondo, ideal para inducción.
Calibre de 8 mm en el cuerpo del producto.
Calibre de 4 mm de base gruesa de aluminio.
Apto para todo tipo de fuego (eléctrica, gas, inducción)
Resiste choques térmicos.
Uso profesional.",Apto para lavavajillas o lavado a mano con jabón líquido.,TRUE,6.3 lt 24 cm,Redondo,6,Acero,Acero Inoxidable,"Restaurante, Hotel",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-dr-10sh-espolvoreador-con-asas-12-oz-acero-inoxidable,ESPOLVOREADOR CON ASAS 12 OZ ACERO INOXIDABLE,Perpetual. Espolvoreador con Asas de Acero Inoxidable 12 oz,PE-DR-10SH,EQUIPO DE COCINA,28x19.5x24.5,,"Espolvoreador de Acero Inoxidable de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Espolvoreador de Acero Inoxidable.
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,12 oz,Redondo,4,Acero,Acero Inoxidable,"Restaurante, Hotel, Cafetería, Repostería",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-e3700-tabla-para-picar-polietileno-45-x-30-x-1.2-cm-blanco,TABLA PARA PICAR POLIETILENO 45 X 30 X 1.2 CM BLANCO,Perpetual. Tabla para Picar de Polietileno Blanco 45x30x1.2 cm,PE-E3700,EQUIPO DE COCINA,47x33x5,,"Tablas para picar de polietileno, material que alarga la vida del producto y evita la contaminación de los alimentos. Su superficie es no porosa. Talbas de Alta Densidad, con la más alta densidad. Las Tablas Perpetual poseen tipología de producto: carne, pescado, verduras, lácteos, embutidos.
Rojo - Carne Roja
Amarillo - Carne Blanca
Azul - Carne Pescado
Verde - Frutas y Verduras
Café - Carne Cocinada
Blanco - Lacteos","Sólidas, duraderas y fáciles de limpiar, mantener y desinfectar.
Son hechas de material liso, no absorbente y no tóxico e inerte a los alimentos, los detergentes y los desinfectantes utilizados en condiciones de trabajo normales.
Tablas de alta densidad, material plástico con alta resistencia a la corrosión que impide el paso de la humedad.","Fácil de limpiar, mantener y desinfectar.",TRUE,45x30x1.2 cm,Rectangular,2,Blanco,Polietileno,"Restaurante, Hotel",N/A,N/A,Si,No,N/A,Si,N/A,N/A
pe-e3701-tabla-para-picar-polietileno-45-x-30-x-1.2-cm-rojo,TABLA PARA PICAR POLIETILENO 45 X 30 X 1.2 CM ROJO,Perpetual. Tabla para Picar de Polietileno Rojo 45x30x1.2 cm,PE-E3701,EQUIPO DE COCINA,47x33x5,,"Tablas para picar de polietileno, material que alarga la vida del producto y evita la contaminación de los alimentos. Su superficie es no porosa. Talbas de Alta Densidad, con la más alta densidad. Las Tablas Perpetual poseen tipología de producto: carne, pescado, verduras, lácteos, embutidos.
Rojo - Carne Roja
Amarillo - Carne Blanca
Azul - Carne Pescado
Verde - Frutas y Verduras
Café - Carne Cocinada
Blanco - Lacteos","Sólidas, duraderas y fáciles de limpiar, mantener y desinfectar.
Son hechas de material liso, no absorbente y no tóxico e inerte a los alimentos, los detergentes y los desinfectantes utilizados en condiciones de trabajo normales.
Tablas de alta densidad, material plástico con alta resistencia a la corrosión que impide el paso de la humedad.","Fácil de limpiar, mantener y desinfectar.",TRUE,45x30x1.2 cm,Rectangular,2,Rojo,Polietileno,"Restaurante, Hotel",N/A,N/A,Si,No,N/A,Si,N/A,N/A
pe-e3702-tabla-para-picar-polietileno-45-x-30-x-1.2-cm-amarillo,TABLA PARA PICAR POLIETILENO 45 X 30 X 1.2 CM AMARILLO,Perpetual. Tabla para Picar de Polietileno Amarillo 45x30x1.2 cm,PE-E3702,EQUIPO DE COCINA,47x33x5,,"Tablas para picar de polietileno, material que alarga la vida del producto y evita la contaminación de los alimentos. Su superficie es no porosa. Talbas de Alta Densidad, con la más alta densidad. Las Tablas Perpetual poseen tipología de producto: carne, pescado, verduras, lácteos, embutidos.
Rojo - Carne Roja
Amarillo - Carne Blanca
Azul - Carne Pescado
Verde - Frutas y Verduras
Café - Carne Cocinada
Blanco - Lacteos","Sólidas, duraderas y fáciles de limpiar, mantener y desinfectar.
Son hechas de material liso, no absorbente y no tóxico e inerte a los alimentos, los detergentes y los desinfectantes utilizados en condiciones de trabajo normales.
Tablas de alta densidad, material plástico con alta resistencia a la corrosión que impide el paso de la humedad.","Fácil de limpiar, mantener y desinfectar.",TRUE,45x30x1.2 cm,Rectangular,2,Amarillo,Polietileno,"Restaurante, Hotel",N/A,N/A,Si,No,N/A,Si,N/A,N/A
pe-e3703-tabla-para-picar-polietileno-45-x-30-x-1.2-cm-azul,TABLA PARA PICAR POLIETILENO 45 X 30 X 1.2 CM AZUL,Perpetual. Tabla para Picar de Polietileno Azul 45x30x1.2 cm,PE-E3703,EQUIPO DE COCINA,47x33x5,,"Tablas para picar de polietileno, material que alarga la vida del producto y evita la contaminación de los alimentos. Su superficie es no porosa. Talbas de Alta Densidad, con la más alta densidad. Las Tablas Perpetual poseen tipología de producto: carne, pescado, verduras, lácteos, embutidos.
Rojo - Carne Roja
Amarillo - Carne Blanca
Azul - Carne Pescado
Verde - Frutas y Verduras
Café - Carne Cocinada
Blanco - Lacteos","Sólidas, duraderas y fáciles de limpiar, mantener y desinfectar.
Son hechas de material liso, no absorbente y no tóxico e inerte a los alimentos, los detergentes y los desinfectantes utilizados en condiciones de trabajo normales.
Tablas de alta densidad, material plástico con alta resistencia a la corrosión que impide el paso de la humedad.","Fácil de limpiar, mantener y desinfectar.",TRUE,45x30x1.2 cm,Rectangular,2,Azul,Polietileno,"Restaurante, Hotel",N/A,N/A,Si,No,N/A,Si,N/A,N/A
pe-e3704-tabla-para-picar-polietileno-45-x-30-x-1.2-cm-verde,TABLA PARA PICAR POLIETILENO 45 X 30 X 1.2 CM VERDE,Perpetual. Tabla para Picar de Polietileno Verde 45x30x1.2 cm,PE-E3704,EQUIPO DE COCINA,47x33x5,,"Tablas para picar de polietileno, material que alarga la vida del producto y evita la contaminación de los alimentos. Su superficie es no porosa. Talbas de Alta Densidad, con la más alta densidad. Las Tablas Perpetual poseen tipología de producto: carne, pescado, verduras, lácteos, embutidos.
Rojo - Carne Roja
Amarillo - Carne Blanca
Azul - Carne Pescado
Verde - Frutas y Verduras
Café - Carne Cocinada
Blanco - Lacteos","Sólidas, duraderas y fáciles de limpiar, mantener y desinfectar.
Son hechas de material liso, no absorbente y no tóxico e inerte a los alimentos, los detergentes y los desinfectantes utilizados en condiciones de trabajo normales.
Tablas de alta densidad, material plástico con alta resistencia a la corrosión que impide el paso de la humedad.","Fácil de limpiar, mantener y desinfectar.",TRUE,45x30x1.2 cm,Rectangular,2,Verde,Polietileno,"Restaurante, Hotel",N/A,N/A,Si,No,N/A,Si,N/A,N/A
pe-e3705-tabla-para-picar-polietileno-45-x-30-x-1.2-cm-café,TABLA PARA PICAR POLIETILENO 45 X 30 X 1.2 CM CAFÉ,Perpetual. Tabla para Picar de Polietileno Café 45x30x1.2 cm,PE-E3705,EQUIPO DE COCINA,47x33x5,,"Tablas para picar de polietileno, material que alarga la vida del producto y evita la contaminación de los alimentos. Su superficie es no porosa. Talbas de Alta Densidad, con la más alta densidad. Las Tablas Perpetual poseen tipología de producto: carne, pescado, verduras, lácteos, embutidos.
Rojo - Carne Roja
Amarillo - Carne Blanca
Azul - Carne Pescado
Verde - Frutas y Verduras
Café - Carne Cocinada
Blanco - Lacteos","Sólidas, duraderas y fáciles de limpiar, mantener y desinfectar.
Son hechas de material liso, no absorbente y no tóxico e inerte a los alimentos, los detergentes y los desinfectantes utilizados en condiciones de trabajo normales.
Tablas de alta densidad, material plástico con alta resistencia a la corrosión que impide el paso de la humedad.","Fácil de limpiar, mantener y desinfectar.",TRUE,45x30x1.2 cm,Rectangular,2,Café,Polietileno,"Restaurante, Hotel",N/A,N/A,Si,No,N/A,Si,N/A,N/A
pe-fp2040-sarten-sin-teflon-20-cm-acero-inoxidable,SARTEN SIN TEFLON 20 CM ACERO INOXIDABLE,Perpetual. Sartén sin Teflón de Acero Inoxidable 20 cm,PE-FP2040,EQUIPO DE COCINA,44x29x13,,"Los sartenes sin teflón de Perpetual proporcionan una distribución rápida y uniforme del calor para cocinar los alimentos con una mínima cantidad de grasa. Los mangos son soldados en una sola pieza de acero inoxidable hueco, hermético, impermeable y permanecen más frescos al tacto. El acero inoxidable es extremadamente duradero y resistente con una apariencia atractiva.","El labio de los sartenes sin teflón es resistente.
Disco difusor en el fondo, ideal para inducción.
Calibre de 8 mm en el cuerpo del producto.
Calibre de 4 mm de base gruesa de aluminio.
Apto para todo tipo de fuego (eléctrica, gas, inducción)
Resiste choques térmicos.
Uso profesional.",Apto para lavavajillas o lavado a mano con jabón líquido.,TRUE,20 cm,Redondo,6,Acero,Acero Inoxidable,"Restaurante, Hotel",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-fp2850-sarten-sin-teflon-28-cm-acero-inoxidable,SARTEN SIN TEFLON 28 CM ACERO INOXIDABLE,Perpetual. Sartén sin Teflón de Acero Inoxidable 28 cm,PE-FP2850,EQUIPO DE COCINA,60x38x13,,"Los sartenes sin teflón de Perpetual proporcionan una distribución rápida y uniforme del calor para cocinar los alimentos con una mínima cantidad de grasa. Los mangos son soldados en una sola pieza de acero inoxidable hueco, hermético, impermeable y permanecen más frescos al tacto. El acero inoxidable es extremadamente duradero y resistente con una apariencia atractiva.","El labio de los sartenes sin teflón es resistente.
Disco difusor en el fondo, ideal para inducción.
Calibre de 8 mm en el cuerpo del producto.
Calibre de 4 mm de base gruesa de aluminio.
Apto para todo tipo de fuego (eléctrica, gas, inducción)
Resiste choques térmicos.
Uso profesional.",Apto para lavavajillas o lavado a mano con jabón líquido.,TRUE,28 cm,Redondo,6,Acero,Acero Inoxidable,"Restaurante, Hotel",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-grs-03-rallador-4-lados-acero-inoxidable,RALLADOR 4 LADOS ACERO INOXIDABLE,Perpetual. Rallador de Acero Inoxidable 4 lados,PE-GRS-03,EQUIPO DE COCINA,54x11x5,,"El Rallador de Acero Inoxidable de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Rallador  de Acero Inoxidable.
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,,Rectangular,4,Acero,Acero Inoxidable,"Restaurante, Hotel",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-gsb-03-salsera-tipo-aladino-3-oz,SALSERA TIPO ALADINO 3 OZ,Perpetual. Salsera Tipo Aladino de Acero Inoxidable 3 oz,PE-GSB-03,EQUIPO DE COCINA,28x19.5x24.5,,"Salsero Tipo Aladino de Acero Inoxidable de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Salsero Tipo Aladino de Acero Inoxidable.
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,3 oz,Rectangular,4,Acero,Acero Inoxidable,"Restaurante, Hotel",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-gsb-05-salsera-tipo-aladino-5-oz,SALSERA TIPO ALADINO 5 OZ,Perpetual. Salsera Tipo Aladino de Acero Inoxidable 5 oz,PE-GSB-05,EQUIPO DE COCINA,28x19.5x24.5,,"Salsero Tipo Aladino de Acero Inoxidable de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Salsero Tipo Aladino de Acero Inoxidable.
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.",,TRUE,5 oz,Rectangular,4,Acero,Acero Inoxidable,"Restaurante, Hotel",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-hbp-123003-charola-para-hornear-media-45x33-cm-aluminio,CHAROLA PARA HORNEAR MEDIA 45X33 CM ALUMINIO,Perpetual. Charola para Hornear Media de Aluminio 45x33 cm,PE-HBP-123003,EQUIPO DE COCINA,46x34x5,,"Charola para Hornear de Aluminio de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Charola para Hornear de Aluminio
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.",Fácil de limpiar con agua tibia y un jabón suave y se puede secar al aire o también en el lavaplatos pero únicamente en la bandeja superior.,TRUE,45x33 cm,Rectangular,4,Cromada,Aluminio,"Restaurante, Hotel, Cafetería, Pastelería",N/A,N/A,Si,N/A,Si,N/A,Si,Si
pe-hbp-13003-charola-para-hornear-completa-66x45-cm-aluminio,CHAROLA PARA HORNEAR COMPLETA 66X45 CM ALUMINIO,Perpetual. Charola para Hornear Completa de Aluminio 66x45 cm,PE-HBP-13003,EQUIPO DE COCINA,67.5x47.5x5+,,"Charola para Hornear de Aluminio de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Charola para Hornear de Aluminio
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.",Fácil de limpiar con agua tibia y un jabón suave y se puede secar al aire o también en el lavaplatos pero únicamente en la bandeja superior.,TRUE,66x45 cm,Rectangular,4,Cromada,Aluminio,"Restaurante, Hotel, Cafetería, Pastelería",N/A,N/A,Si,N/A,Si,N/A,Si,Si
pe-hdlt-01-cucharon-de-dos-piezas-1-oz-acero-inoxidable,CUCHARON DE DOS PIEZAS 1 OZ ACERO INOXIDABLE,Perpetual. Cucharon de Dos Piezas de Acero Inoxidable 1 oz,PE-HDLT-01,EQUIPO DE COCINA,37.5x10x5,,"Cucharón de dos piezas de Acero Inoxidable de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Cucharon de Dos Piezas de Acero Inoxidable.
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,1 oz,Irregular,4,Acero,Acero Inoxidable,"Restaurante, Hotel, Cafetería, Repostería",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-hdlt-02-cucharon-de-dos-piezas-2-oz-acero-inoxidable,CUCHARON DE DOS PIEZAS 2 OZ ACERO INOXIDABLE,Perpetual. Cucharon de Dos Piezas de Acero Inoxidable 2 oz,PE-HDLT-02,EQUIPO DE COCINA,42x9x5,,"Cucharón de dos piezas de Acero Inoxidable de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Cucharon de Dos Piezas de Acero Inoxidable.
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,2 oz,Redondo,4,Acero,Acero Inoxidable,"Restaurante, Hotel, Cafetería, Repostería",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-hdlt-04-cucharon-de-dos-piezas-4-oz-acero-inoxidable,CUCHARON DE DOS PIEZAS 4 OZ ACERO INOXIDABLE,Perpetual. Cucharon de Dos Piezas de Acero Inoxidable 4 oz,PE-HDLT-04,EQUIPO DE COCINA,42x9x5,,"Cucharón de dos piezas de Acero Inoxidable de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Cucharon de Dos Piezas de Acero Inoxidable.
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,4 oz,Redondo,4,Acero,Acero Inoxidable,"Restaurante, Hotel, Cafetería, Repostería",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-hdlt-12-cucharon-de-dos-piezas-12-oz-acero-inoxidable,CUCHARON DE DOS PIEZAS 12 OZ ACERO INOXIDABLE,Perpetual. Cucharon de Dos Piezas de Acero Inoxidable 12 oz,PE-HDLT-12,EQUIPO DE COCINA,58.5x14x5,,"Cucharón de dos piezas de Acero Inoxidable de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Cucharon de Dos Piezas de Acero Inoxidable.
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,12 oz,Redondo,4,Acero,Acero Inoxidable,"Restaurante, Hotel, Cafetería, Repostería",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-hhs-10r-espatula-miserable-alta-temperatura-25-cm,ESPATULA MISERABLE ALTA TEMPERATURA 25 CM,Perpetual. Espátula Miserable Alta Temperatura Mango Rojo 25 cm,PE-HHS-10R,EQUIPO DE COCINA,28x19.5x24.5,,"Espátula Miserable de Cocina de Silicón con Mango de Plástico Rojo. Resistente a altas temperaturas hasta 230°C de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Espátula Miserable de Cocina de Silicón con Mango de Plástico Rojo.
Resistente a Altas Temperaturas hasta 230°C
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,25 cm,Irregular,4,Blanco / Rojo,Silicón / Plástico,"Restaurante, Hotel, Cafetería, Repostería",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-hhs-14r-espatula-miserable-alta-temperatura-35-cm,ESPATULA MISERABLE ALTA TEMPERATURA 35 CM,Perpetual. Espátula Miserable Alta Temperatura  Mango Rojo 35 cm,PE-HHS-14R,EQUIPO DE COCINA,28x19.5x24.5,,"Espátula Miserable de Cocina de Silicón con Mango de Plástico Rojo. Resistente a altas temperaturas hasta 230°C de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Espátula Miserable de Cocina de Silicón con Mango de Plástico Rojo.
Resistente a Altas Temperaturas hasta 230°C
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,35 cm,Irregular,4,Blanco / Rojo,Silicón / Plástico,"Restaurante, Hotel, Cafetería, Repostería",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
pe-hhs-16h-espatula-miserable-alta-temperatura-40-cm,ESPATULA MISERABLE ALTA TEMPERATURA 40 CM,Perpetual. Espátula Miserable Alta Temperatura  Mango Rojo 40 cm,PE-HHS-16H,EQUIPO DE COCINA,28x19.5x24.5,,"Espátula Miserable de Cocina de Silicón con Mango de Plástico Rojo. Resistente a altas temperaturas hasta 230°C de Perpetual, se caracteriza por sus materiales resistentes y su excelente resultado en la batalla de la operación diaria. Esta línea perpetual ofrece una amplia gama de productos pensados especialemnte para la industria gastronómica, cumpliendo las normas mundiales de calidad (NSF)","Espátula Miserable de Cocina de Silicón con Mango de Plástico Rojo.
Resistente a Altas Temperaturas hasta 230°C
Uso Profesional.
Diseños prácticos y universales que se adaptan a cualquier negocio.","Fácil de limpiar y se puede usar lavavajillas, a mano utilizar jabón líquido para evitar rayaduras.",TRUE,40 cm,Irregular,4,Blanco / Rojo,Silicón / Plástico,"Restaurante, Hotel, Cafetería, Repostería",N/A,N/A,Si,N/A,Si,Si,N/A,N/A
